Professor,Keywords
Kevin Eliceiri,Bio-Formats; Image analysis; ImageJ; Open-source; SCIFIO
Kevin Eliceiri,3D co-culture; Collagen; Invasion; Pancreatic cancer; Tumor microenvironment
Kevin Eliceiri,anthocyanins; Arabidopsis thaliana; fluorescence lifetime microscopy; imaging; specialized metabolites; technical advance
Kevin Eliceiri,Bone growth; Collagen; Mechanical tether; Periosteum; SHG
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,fibrillar collagen; histopathology; picrosirius red; polarized microscopy; second harmonic generation
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Extracellular matrix; Fibrosis; Mechanotransduction; SNAIL1
Kevin Eliceiri,3D matrices; Bioengineering; Collagen; Collagen alignment; ECM; Issue 111; Microfluidic channels; Tumor microenvironment
Kevin Eliceiri,
Kevin Eliceiri,Breastfeeding; IGF-binding protein 4 and 5; Insulin-like growth (IGF) factor signaling; Involution
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Hydroxyproline; Large pulmonary artery; Modeling; Pyridinoline; ?-Aminopropionitrile (BAPN)
Kevin Eliceiri,Aging; Caloric restriction; Hippocampus; Metabolism; Mitochondria; Neuroprotection
Kevin Eliceiri,Axon branching; Axon guidance; Axon transport; CMT2b; Endosome trafficking; Neurodegeneration; Rab7; Zebrafish
Kevin Eliceiri,Collagen; Microenvironment; Pancreatic cancer; Quantitative pathology; Stroma
Kevin Eliceiri,Breast cancer; Desmoplasia; Extracellular matrix; Prolactin; Tumor progression
Kevin Eliceiri,Macrophage; Multiphoton; SHG; Wound healing; Zebrafish
Kevin Eliceiri,Cancer associated fibroblasts; Collagen; Extracellular matrix; Second harmonic generation; Tumor microenvironment
Kevin Eliceiri,Dll; Dlx; Nervous system; Olfaction; Sensory system
Kevin Eliceiri,Computation methods; Illumination design; Light propagation in tissues; Modulation techniques
Kevin Eliceiri,
Kevin Eliceiri,Brain interface; Closed loop; Fluorescence imaging; Hemodynamic signals; Optogenetics; Spatial light modulator (SLM)
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Inflammation; Mmp9; Repair; SHG imaging; Zebrafish
Kevin Eliceiri,
Kevin Eliceiri,Bioimaging probe; Cancer theranostics; Drug delivery; Drug nanocarrier; Self-fluorescence; Unimolecular micelles
Kevin Eliceiri,
Kevin Eliceiri,cerebral hemodynamics; electrophysiology; intrinsic optical imaging; microscopy; neurovascular coupling
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Cancer; ECM stiffness; Free radicals; Mechanosignaling; Tumor metabolism; Tumor microenvironment
Kevin Eliceiri,Device; MEMS; Neural engineering
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,collagen; in vivo imaging; micro-ECoG; neural interface; tissue response
Kevin Eliceiri,
Kevin Eliceiri,Confocal; Digital image; Fixed; Fluorescence; Illumination; Informatics; Laser; Living; Microscopy; Optical section; Resolution
Kevin Eliceiri,
Kevin Eliceiri,absorption coefficient; anisotropy factor; integrating sphere; inverse adding doubling; Monte Carlo simulation.; optogenetics; scattering coefficient
Kevin Eliceiri,
Kevin Eliceiri,Axon branching; Calsyntenin; Endosome; Polarity; Trafficking; Zebrafish
Kevin Eliceiri,Cancer; Cells; Imaging; Imaging biomarkers; Second-harmonic generation; Tumor
Kevin Eliceiri,
Kevin Eliceiri,Cardiomyocytes; Cell aggregate; Embryroid body; Flow cytometry; Stem cells
Kevin Eliceiri,breast cancer; collagen; fiber tracking; image processing; microscopy; second-harmonic generation; segmentation
Kevin Eliceiri,ACI rat; BN rat; Breast cancer susceptibility; Cell proliferation; Epithelial density; Gene expression
Kevin Eliceiri,
Kevin Eliceiri,collagen; imaging; scattering; second-harmonic generation; three-dimensional microscopy; tissue
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Aging; Metabolism; Mitochondria; NAD; PGC-1?; Rhesus monkeys; Skeletal muscle
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Cervical collagen microstructure; Cervical remodeling; Preterm birth; Quantitative ultrasound; Second harmonic generation
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Autofluorescence; Cell aggregate; NADH; Stem cells; Viability
Kevin Eliceiri,Cultural heritage; Focal plane array; Microalgae; Mie scattering; Mouse embryonic stem cells; Synchrotron-based infrared imaging
Kevin Eliceiri,breast cancer; collagen; fluorescence lifetime imaging; intravital microscopy; metabolism; Multiphoton; rodent imaging window; second harmonic generation
Kevin Eliceiri,
Kevin Eliceiri,Electrowetting (EW); hydrogel; liquid microlens; Shack-Hartmann sensor; three-dimensional (3-D) surface profile; variable focus
Kevin Eliceiri,Biomaterials; Developing heart; Extracellular matrix; Multimodality imaging; Tissue engineering
Kevin Eliceiri,liquid microlens; Shack-Hartmann wavefront sensor; surface profile; three-dimensional
Kevin Eliceiri,collagen; healing; ligament; multiphoton microscopy; tissue engineering
Kevin Eliceiri,biomaterial; cardiac patch; cardiac regeneration; collagen; mesenchymal stem cells
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,differentiation; endogenous fluorophores; flow cytometry; fluorescence; multiphoton microscopy; stem cells
Kevin Eliceiri,
Kevin Eliceiri,Bioavailability; Calcium signaling; Neuroblastoma; Resveratrol
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Bioengineered skin; Hypoxia; Ischemia; MMP-2; Multiphoton; Ulceration
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Bimolecular fluorescence complementation (BiFC); Cancer; Cell fusion; Live cell imaging; Stem cell
Kevin Eliceiri,3D matrix/focal adhesion; Breast cancer; Breast tissue density; Cell-extracellular matrix interaction; Epithelial morphogenesis; Mechanotransduction
Kevin Eliceiri,File formats; Image analysis; Image management; Image processing; Microscopy
Kevin Eliceiri,"Biomedical microscopy, Poisson processes, Multidimensional signal processing, Maximum likelihood estimation"
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,3D cell culture; Array-based microsystem; Collagen polymerization; Microchannel
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Breast cancer; Carcinoma in situ; FAD; Fluorescence lifetime; Multiphoton microscopy; NADH
Kevin Eliceiri,Cancer; Cell migration; Collagen; Epithelial-stromal interaction; Fluorescence lifetime imaging microscopy; Invasion; Metastasis; Multiphoton microscopy; Second harmonic generation; Spectral lifetime imaging microscopy; Tumor-stroma interaction
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Fluorescence lifetime imaging microscopy (FLIM); Multiphoton excitation microscopy; Second harmonic generation (SHG); Signal transduction; Spectral lifetime imaging microscopy (SLIM); Stromal collagen
Kevin Eliceiri,endogenous fluorescence; fluorescence lifetime imaging microscopy; multiphoton microscopy; second harmonic generation; spectral lifetime imaging microscopy
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Dimensional; Fluorescence; Lineages.; Multiphoton; Tomography
Kevin Eliceiri,
Kevin Eliceiri,Diagnosis; Imaging; Metabolism; Mitochondria; Oral cancer
Kevin Eliceiri,Anaphase promoting complex; C. elegans; Cortical granule exocytosis; Egg activation; Meiosis; Separase; Spindle assembly checkpoint
Kevin Eliceiri,Cardiac function; Cardiac looping defects; Heart development; Leucine-rich Repeat Containing protein 10; Pericardial edema; Zebrafish embryos
Kevin Eliceiri,Data acquisition system complexity; high content assay (HCA) and imaging; Successful file format support
Kevin Eliceiri,
Kevin Eliceiri,Animation; Caenorhabditis elegans; Cell division; Education; Website
Kevin Eliceiri,Animal model; Metabolism; Multiphoton microscopy; Oral cancer
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Fibre optics; Fluorescence; Lifetime; Multiphoton microscopy; Time-domain
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Digital microscopy; Wavelet image data compression
Kevin Eliceiri,
Kevin Eliceiri,Confocal; Imaging; Internet; Microscopy; Multiphoton; Optics; Web Site
Kevin Eliceiri,Analysis software; Imaging; JAVA; Multidimensional; Open source; VisAD; VisBio; Visualization
Kevin Eliceiri,
Kevin Eliceiri,Fluorescence lifetime imaging; Multiphoton microscopy
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Cellular dynamics; Imaging; Membrane; Microscopy; Multiphoton; Optical sectioning; Two-photon
Shaoqin Gong,
Shaoqin Gong,endovascular embolization; hemostatic hydrogel; in situ covalent crosslinking hydrogel; injectable hydrogel; transcatheter delivery
Shaoqin Gong,Anti restenosis; Biomimetic nanoclusters; ROS-detonable; RVX-208; Tissue penetration
Shaoqin Gong,
Shaoqin Gong,CRISPR-Cas9 genome editing; Gene delivery; Silica nanoparticle
Shaoqin Gong,Intima hyperplasia; Painting; Perivascular application; Tissue adhesive unimolecular micelle
Shaoqin Gong,Flexible electronics; Heat dissipation; Phase transition
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,antimicrobial resistance; infection microenvironment; lectin; nanomedicine; stimuli-responsive drug release
Shaoqin Gong,biodegradable electronics; functional components; passive substrates; wood cellulose
Shaoqin Gong,dumbbell-shaped structure; epidermal electronics; radiofrequency inductor and filter; stretchable electronics; wireless communication application
Shaoqin Gong,flexible electronics; microwave; stretchable electronics
Shaoqin Gong,Abdominal aortic aneurysm; Imaging; Nanoparticles; Treatment
Shaoqin Gong,Antithrombotic therapy; Biomimetic; Fibrin-targeting peptide; Hydrogen peroxide-responsive nanocarrier; Polymer-drug conjugate
Shaoqin Gong,
Shaoqin Gong,flexible; hydrogel; poly[(butyl acrylate)- co-(butyl methacrylate)]; semitransparent; triboelectric nanogenerator
Shaoqin Gong,bioimaging; drug delivery; gene delivery; nanocapsule; theranostics
Shaoqin Gong,antimicrobial polymer; antimicrobial resistance; infectious disease; pH-responsive drug release; polymer–drug conjugate
Shaoqin Gong,Gene delivery; Genome editing machinery delivery; Hybrid nanoparticle; Metal-organic framework; Silica
Shaoqin Gong,
Shaoqin Gong,endothelial cells; PERK; restenosis; smooth muscle cells; thrombosis
Shaoqin Gong,double-network nanogel; gene delivery; PC7A; pH-responsive payload release; silane crosslinking
Shaoqin Gong,Cellulose paper; Nitrocellulose membrane; Polypyrrole; Portable self-charging power system; Supercapacitor; Sustainable energy; Triboelectric nanogenerator
Shaoqin Gong,
Shaoqin Gong,cancer immunotherapy; nanoparticles; radiation; vaccines
Shaoqin Gong,
Shaoqin Gong,Crepe cellulose paper; Energy harvesting; Human–machine interaction; Nitrocellulose membrane; Triboelectric nanogenerator
Shaoqin Gong,microparticle; oxygen-induced retinopathy; retinal angiogenesis; Retinopathy of prematurity; vascular endothelial growth factor
Shaoqin Gong,
Shaoqin Gong,carbon fiber fabric faces; composite panel; energy absorption; foam core; Low-velocity impact; quasi-static compression; shifted-tri-axial core
Shaoqin Gong,
Shaoqin Gong,cross-linked polyplex; gene therapy; gene-editing; nonviral delivery; redox-responsive polymer
Shaoqin Gong,photoreceptors; retinas; scaffolds; stem cells; tissue engineering
Shaoqin Gong,highly porous; output optimization; polyamide; polyimide; triboelectric nanogenerator
Shaoqin Gong,Biomimetic nanoclusters; Endothelium-protective; JQ1; Rapamycin; Re-endothelialization
Shaoqin Gong,Host–guest interaction; NIR-controlled release; Spatiotemporally controlled gene silencing; Upconversion nanoparticle
Shaoqin Gong,gene editing; gene therapy; nonviral vehicle; polyplex; redox-responsive polymer
Shaoqin Gong,Cellulose nanofibril aerogel; Energy harvesting; Polyvinylidene fluoride nanofibers; Self-powered sensor; Triboelectric nanogenerator
Shaoqin Gong,Drug delivery; Nanomedicine; Unimolecular micelles; Unimolecular nanoparticles
Shaoqin Gong,aminosilane functionalization; energy harvesting; porous polymer films; triboelectric nanogenerators
Shaoqin Gong,Fourier transform infrared spectroscopy; infrared interference; oxide layer thickness; Zircaloy cladding; zirconium oxide
Shaoqin Gong,Epitaxy; heterogeneous; solar cell; thin films
Shaoqin Gong,
Shaoqin Gong,Nanoporous structured fiber; Poly(?-caprolactone) (PCL) electrospun nanofibers; Shish-kebab structured fiber; Tissue engineering
Shaoqin Gong,combination therapy; CuS NPs; nanotheranostics; NIR-controlled drug release; photoacoustic imaging; photothermal therapy; thermoresponsive micelle
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,cancer theranostics; micelle; nanobody; quantum dot; triple-negative breast cancer
Shaoqin Gong,Activator protein 1; anticancer drug; electrophoresis mobility shift analysis; histone deacetylase inhibitor; neuroendocrine cancer; Notch pathway; transcription promoter
Shaoqin Gong,
Shaoqin Gong,Endosomal/lysosomal escape; pH/redox dual-sensitive; siRNA delivery; Tumor-targeted; Unimolecular NP
Shaoqin Gong,Compact triboelectric nanogenerators; Energy harvesting; Mechanoradicals; Porous aerogel film
Shaoqin Gong,
Shaoqin Gong,biodegradable electronics; green electronics; high-performance electronics; inorganic materials; semiconductor; thin film electronics
Shaoqin Gong,cancer chemotherapy; platinum-based drugs; targeted drug delivery; unimolecular nanoparticle
Shaoqin Gong,neuroendocrine cancer; NIR-controlled drug release; photodynamic therapy; theranostic micelles; upconversion nanoparticles
Shaoqin Gong,Cholera toxin B domain; Excitotoxicity; Ganglion cell targeting; Retina; Sigma-1 receptor; Targeted drug delivery; Unimolecular micelles
Shaoqin Gong,Nitride stressor layer; Raman spectroscopy; Strained graphene; Triaxial compressive strain
Shaoqin Gong,
Shaoqin Gong,
Shaoqin Gong,Bio-composite laminate material; Carbon fiber fabric faces; Energy absorption; Foam core; Isogrid core; Low-velocity impact; Quasi-static compression
